day,month,Year,tg,Lat,Lon
9,5,1950,13.66,41.189,-7.537
10,5,1950,15.42,41.189,-7.537
11,5,1950,16.07,41.189,-7.537
12,5,1950,14.9,41.189,-7.537
13,5,1950,14.7,41.189,-7.537
14,5,1950,15.049999,41.189,-7.537
15,5,1950,14.719999,41.189,-7.537
16,5,1950,13.12,41.189,-7.537
17,5,1950,13.95,41.189,-7.537
18,5,1950,14.7699995,41.189,-7.537
19,5,1950,14.37,41.189,-7.537
20,5,1950,16.43,41.189,-7.537
21,5,1950,13.61,41.189,-7.537
22,5,1950,11.44,41.189,-7.537
23,5,1950,11.74,41.189,-7.537
24,5,1950,12.559999,41.189,-7.537
25,5,1950,12.509999,41.189,-7.537
26,5,1950,12.0199995,41.189,-7.537
27,5,1950,12.429999,41.189,-7.537
28,5,1950,14.96,41.189,-7.537
29,5,1950,18.06,41.189,-7.537
30,5,1950,17.359999,41.189,-7.537
31,5,1950,16.59,41.189,-7.537
1,6,1950,17.51,41.189,-7.537
2,6,1950,19.08,41.189,-7.537
3,6,1950,20.67,41.189,-7.537
4,6,1950,21.55,41.189,-7.537
5,6,1950,20.38,41.189,-7.537
6,6,1950,17.94,41.189,-7.537
7,6,1950,17.49,41.189,-7.537
8,6,1950,17.55,41.189,-7.537
9,6,1950,18.24,41.189,-7.537
10,6,1950,17.84,41.189,-7.537
11,6,1950,16.39,41.189,-7.537
12,6,1950,15.92,41.189,-7.537
13,6,1950,17.33,41.189,-7.537
14,6,1950,18.4,41.189,-7.537
15,6,1950,17.359999,41.189,-7.537
16,6,1950,16.48,41.189,-7.537
17,6,1950,16.82,41.189,-7.537
18,6,1950,17.109999,41.189,-7.537
19,6,1950,16.35,41.189,-7.537
20,6,1950,15.849999,41.189,-7.537
21,6,1950,15.07,41.189,-7.537
22,6,1950,16.81,41.189,-7.537
23,6,1950,19.869999,41.189,-7.537
24,6,1950,20.51,41.189,-7.537
25,6,1950,21.02,41.189,-7.537
26,6,1950,22.38,41.189,-7.537
27,6,1950,24.68,41.189,-7.537
28,6,1950,26.32,41.189,-7.537
29,6,1950,24.48,41.189,-7.537
30,6,1950,22.73,41.189,-7.537
1,7,1950,24.539999,41.189,-7.537
2,7,1950,21.88,41.189,-7.537
3,7,1950,19.289999,41.189,-7.537
4,7,1950,19.32,41.189,-7.537
5,7,1950,18.46,41.189,-7.537
6,7,1950,19.17,41.189,-7.537
7,7,1950,20.27,41.189,-7.537
8,7,1950,21.92,41.189,-7.537
9,7,1950,20.97,41.189,-7.537
10,7,1950,19.33,41.189,-7.537
11,7,1950,20.939999,41.189,-7.537
12,7,1950,20.99,41.189,-7.537
13,7,1950,20.42,41.189,-7.537
14,7,1950,18.74,41.189,-7.537
15,7,1950,20.25,41.189,-7.537
16,7,1950,19.64,41.189,-7.537
17,7,1950,18.92,41.189,-7.537
18,7,1950,22.57,41.189,-7.537
19,7,1950,23.73,41.189,-7.537
20,7,1950,21.98,41.189,-7.537
21,7,1950,20.99,41.189,-7.537
22,7,1950,19.92,41.189,-7.537
23,7,1950,22.359999,41.189,-7.537
24,7,1950,23.74,41.189,-7.537
25,7,1950,23.769999,41.189,-7.537
26,7,1950,22.65,41.189,-7.537
27,7,1950,22.75,41.189,-7.537
28,7,1950,22.859999,41.189,-7.537
29,7,1950,22.49,41.189,-7.537
30,7,1950,22.41,41.189,-7.537
31,7,1950,21.74,41.189,-7.537
1,8,1950,21.13,41.189,-7.537
2,8,1950,20.279999,41.189,-7.537
3,8,1950,20.21,41.189,-7.537
4,8,1950,22.66,41.189,-7.537
5,8,1950,21.24,41.189,-7.537
6,8,1950,21.359999,41.189,-7.537
7,8,1950,19.96,41.189,-7.537
8,8,1950,20.34,41.189,-7.537
9,8,1950,21.939999,41.189,-7.537
10,8,1950,19.13,41.189,-7.537
11,8,1950,21.119999,41.189,-7.537
12,8,1950,23.039999,41.189,-7.537
13,8,1950,23.31,41.189,-7.537
14,8,1950,23.91,41.189,-7.537
15,8,1950,23.14,41.189,-7.537
16,8,1950,20.76,41.189,-7.537
17,8,1950,17.64,41.189,-7.537
18,8,1950,17.94,41.189,-7.537
19,8,1950,19.98,41.189,-7.537
20,8,1950,21.76,41.189,-7.537
21,8,1950,22.189999,41.189,-7.537
22,8,1950,20.699999,41.189,-7.537
23,8,1950,19.619999,41.189,-7.537
24,8,1950,17.81,41.189,-7.537
25,8,1950,16.619999,41.189,-7.537
26,8,1950,18.21,41.189,-7.537
27,8,1950,17.23,41.189,-7.537
28,8,1950,16.35,41.189,-7.537
29,8,1950,16.42,41.189,-7.537
30,8,1950,18.16,41.189,-7.537
31,8,1950,17.609999,41.189,-7.537
1,9,1950,17.63,41.189,-7.537
2,9,1950,20.0,41.189,-7.537
3,9,1950,21.26,41.189,-7.537
4,9,1950,22.34,41.189,-7.537
5,9,1950,21.279999,41.189,-7.537
6,9,1950,20.35,41.189,-7.537
7,9,1950,20.119999,41.189,-7.537
8,9,1950,21.96,41.189,-7.537
9,9,1950,21.47,41.189,-7.537
10,9,1950,23.16,41.189,-7.537
11,9,1950,21.47,41.189,-7.537
12,9,1950,20.77,41.189,-7.537
13,9,1950,19.359999,41.189,-7.537
14,9,1950,18.359999,41.189,-7.537
15,9,1950,15.599999,41.189,-7.537
16,9,1950,15.71,41.189,-7.537
17,9,1950,18.02,41.189,-7.537
18,9,1950,19.23,41.189,-7.537
19,9,1950,17.02,41.189,-7.537
20,9,1950,17.48,41.189,-7.537
21,9,1950,17.029999,41.189,-7.537
22,9,1950,16.24,41.189,-7.537
23,9,1950,20.16,41.189,-7.537
24,9,1950,19.65,41.189,-7.537
25,9,1950,16.58,41.189,-7.537
26,9,1950,13.86,41.189,-7.537
27,9,1950,13.309999,41.189,-7.537
28,9,1950,15.24,41.189,-7.537
29,9,1950,14.69,41.189,-7.537
30,9,1950,14.62,41.189,-7.537
1,10,1950,14.78,41.189,-7.537
2,10,1950,15.33,41.189,-7.537
3,10,1950,16.65,41.189,-7.537
4,10,1950,17.449999,41.189,-7.537
5,10,1950,16.699999,41.189,-7.537
6,10,1950,15.49,41.189,-7.537
7,10,1950,18.06,41.189,-7.537
8,10,1950,17.289999,41.189,-7.537
9,10,1950,17.039999,41.189,-7.537
10,10,1950,17.85,41.189,-7.537
11,10,1950,18.25,41.189,-7.537
12,10,1950,19.369999,41.189,-7.537
13,10,1950,17.92,41.189,-7.537
14,10,1950,15.849999,41.189,-7.537
15,10,1950,13.88,41.189,-7.537
16,10,1950,14.12,41.189,-7.537
17,10,1950,18.74,41.189,-7.537
18,10,1950,19.81,41.189,-7.537
19,10,1950,19.65,41.189,-7.537
20,10,1950,18.58,41.189,-7.537
21,10,1950,17.41,41.189,-7.537
22,10,1950,15.349999,41.189,-7.537
23,10,1950,14.49,41.189,-7.537
24,10,1950,12.65,41.189,-7.537
25,10,1950,10.929999,41.189,-7.537
26,10,1950,11.12,41.189,-7.537
27,10,1950,13.2699995,41.189,-7.537
28,10,1950,10.53,41.189,-7.537
29,10,1950,10.51,41.189,-7.537
30,10,1950,13.28,41.189,-7.537
31,10,1950,11.8,41.189,-7.537
1,11,1950,13.349999,41.189,-7.537
2,11,1950,12.48,41.189,-7.537
3,11,1950,12.63,41.189,-7.537
4,11,1950,12.799999,41.189,-7.537
5,11,1950,13.719999,41.189,-7.537
6,11,1950,13.37,41.189,-7.537
7,11,1950,14.2699995,41.189,-7.537
8,11,1950,15.96,41.189,-7.537
9,11,1950,14.57,41.189,-7.537
10,11,1950,15.33,41.189,-7.537
11,11,1950,10.139999,41.189,-7.537
12,11,1950,8.849999,41.189,-7.537
13,11,1950,11.16,41.189,-7.537
14,11,1950,13.09,41.189,-7.537
15,11,1950,12.3,41.189,-7.537
16,11,1950,11.849999,41.189,-7.537
17,11,1950,10.58,41.189,-7.537
18,11,1950,9.15,41.189,-7.537
19,11,1950,8.26,41.189,-7.537
20,11,1950,7.19,41.189,-7.537
21,11,1950,10.95,41.189,-7.537
22,11,1950,9.2699995,41.189,-7.537
23,11,1950,8.55,41.189,-7.537
24,11,1950,12.19,41.189,-7.537
25,11,1950,12.799999,41.189,-7.537
26,11,1950,14.53,41.189,-7.537
27,11,1950,16.199999,41.189,-7.537
28,11,1950,16.23,41.189,-7.537
29,11,1950,12.58,41.189,-7.537
30,11,1950,8.62,41.189,-7.537
1,12,1950,7.8999996,41.189,-7.537
2,12,1950,9.04,41.189,-7.537
3,12,1950,9.309999,41.189,-7.537
4,12,1950,7.23,41.189,-7.537
5,12,1950,5.1099997,41.189,-7.537
6,12,1950,4.42,41.189,-7.537
7,12,1950,5.2,41.189,-7.537
8,12,1950,8.57,41.189,-7.537
9,12,1950,7.0299997,41.189,-7.537
10,12,1950,5.02,41.189,-7.537
11,12,1950,7.8799996,41.189,-7.537
12,12,1950,6.72,41.189,-7.537
13,12,1950,8.19,41.189,-7.537
14,12,1950,7.29,41.189,-7.537
15,12,1950,7.24,41.189,-7.537
16,12,1950,6.39,41.189,-7.537
17,12,1950,5.06,41.189,-7.537
18,12,1950,6.3799996,41.189,-7.537
19,12,1950,7.75,41.189,-7.537
20,12,1950,7.6499996,41.189,-7.537
21,12,1950,6.17,41.189,-7.537
22,12,1950,7.29,41.189,-7.537
23,12,1950,6.0899997,41.189,-7.537
24,12,1950,5.91,41.189,-7.537
25,12,1950,4.2799997,41.189,-7.537
26,12,1950,3.6299999,41.189,-7.537
27,12,1950,1.8399999,41.189,-7.537
28,12,1950,3.49,41.189,-7.537
29,12,1950,3.04,41.189,-7.537
30,12,1950,3.0,41.189,-7.537
31,12,1950,5.06,41.189,-7.537
1,1,1951,7.9199996,41.189,-7.537
2,1,1951,6.5,41.189,-7.537
3,1,1951,5.9,41.189,-7.537
4,1,1951,5.2599998,41.189,-7.537
5,1,1951,8.46,41.189,-7.537
6,1,1951,9.2,41.189,-7.537
7,1,1951,10.11,41.189,-7.537
8,1,1951,9.469999,41.189,-7.537
9,1,1951,6.89,41.189,-7.537
10,1,1951,4.18,41.189,-7.537
11,1,1951,3.37,41.189,-7.537
12,1,1951,5.7799997,41.189,-7.537
13,1,1951,8.099999,41.189,-7.537
14,1,1951,10.96,41.189,-7.537
15,1,1951,11.469999,41.189,-7.537
16,1,1951,11.07,41.189,-7.537
17,1,1951,9.5,41.189,-7.537
18,1,1951,8.5,41.189,-7.537
19,1,1951,8.24,41.189,-7.537
20,1,1951,8.47,41.189,-7.537
21,1,1951,6.97,41.189,-7.537
22,1,1951,5.12,41.189,-7.537
23,1,1951,5.38,41.189,-7.537
24,1,1951,2.62,41.189,-7.537
25,1,1951,5.2999997,41.189,-7.537
26,1,1951,4.5499997,41.189,-7.537
27,1,1951,4.88,41.189,-7.537
28,1,1951,5.75,41.189,-7.537
29,1,1951,4.5099998,41.189,-7.537
30,1,1951,3.08,41.189,-7.537
31,1,1951,5.74,41.189,-7.537
1,2,1951,9.22,41.189,-7.537
2,2,1951,6.79,41.189,-7.537
3,2,1951,7.02,41.189,-7.537
4,2,1951,6.77,41.189,-7.537
5,2,1951,3.51,41.189,-7.537
6,2,1951,4.27,41.189,-7.537
7,2,1951,5.87,41.189,-7.537
8,2,1951,9.09,41.189,-7.537
9,2,1951,3.1299999,41.189,-7.537
10,2,1951,2.36,41.189,-7.537
11,2,1951,1.8,41.189,-7.537
12,2,1951,4.58,41.189,-7.537
13,2,1951,5.37,41.189,-7.537
14,2,1951,5.85,41.189,-7.537
15,2,1951,5.06,41.189,-7.537
16,2,1951,5.5299997,41.189,-7.537
17,2,1951,9.0,41.189,-7.537
18,2,1951,10.37,41.189,-7.537
19,2,1951,8.49,41.189,-7.537
20,2,1951,9.48,41.189,-7.537
21,2,1951,7.79,41.189,-7.537
22,2,1951,7.6299996,41.189,-7.537
23,2,1951,8.679999,41.189,-7.537
24,2,1951,6.8199997,41.189,-7.537
25,2,1951,4.95,41.189,-7.537
26,2,1951,5.0899997,41.189,-7.537
27,2,1951,7.16,41.189,-7.537
28,2,1951,8.19,41.189,-7.537
1,3,1951,7.39,41.189,-7.537
2,3,1951,8.429999,41.189,-7.537
3,3,1951,9.0199995,41.189,-7.537
4,3,1951,6.31,41.189,-7.537
5,3,1951,6.47,41.189,-7.537
6,3,1951,6.2999997,41.189,-7.537
7,3,1951,6.14,41.189,-7.537
8,3,1951,4.18,41.189,-7.537
9,3,1951,5.5299997,41.189,-7.537
10,3,1951,6.96,41.189,-7.537
11,3,1951,7.3799996,41.189,-7.537
12,3,1951,8.04,41.189,-7.537
13,3,1951,7.31,41.189,-7.537
14,3,1951,8.29,41.189,-7.537
15,3,1951,11.7699995,41.189,-7.537
16,3,1951,14.259999,41.189,-7.537
17,3,1951,12.679999,41.189,-7.537
18,3,1951,9.7699995,41.189,-7.537
19,3,1951,11.69,41.189,-7.537
20,3,1951,12.599999,41.189,-7.537
21,3,1951,13.83,41.189,-7.537
22,3,1951,15.94,41.189,-7.537
23,3,1951,15.929999,41.189,-7.537
24,3,1951,12.849999,41.189,-7.537
25,3,1951,11.0199995,41.189,-7.537
26,3,1951,11.48,41.189,-7.537
27,3,1951,11.5199995,41.189,-7.537
28,3,1951,11.07,41.189,-7.537
29,3,1951,9.62,41.189,-7.537
30,3,1951,8.7,41.189,-7.537
31,3,1951,7.8199997,41.189,-7.537
1,4,1951,8.51,41.189,-7.537
2,4,1951,9.639999,41.189,-7.537
3,4,1951,8.88,41.189,-7.537
4,4,1951,10.71,41.189,-7.537
5,4,1951,13.0199995,41.189,-7.537
6,4,1951,14.0,41.189,-7.537
7,4,1951,11.559999,41.189,-7.537
8,4,1951,9.929999,41.189,-7.537
9,4,1951,9.75,41.189,-7.537
10,4,1951,8.74,41.189,-7.537
11,4,1951,8.94,41.189,-7.537
12,4,1951,10.7,41.189,-7.537
13,4,1951,11.889999,41.189,-7.537
14,4,1951,14.679999,41.189,-7.537
15,4,1951,14.75,41.189,-7.537
16,4,1951,16.75,41.189,-7.537
17,4,1951,16.39,41.189,-7.537
18,4,1951,15.509999,41.189,-7.537
19,4,1951,14.28,41.189,-7.537
20,4,1951,11.88,41.189,-7.537
21,4,1951,10.94,41.189,-7.537
22,4,1951,10.88,41.189,-7.537
23,4,1951,12.66,41.189,-7.537
24,4,1951,14.38,41.189,-7.537
25,4,1951,14.009999,41.189,-7.537
26,4,1951,14.21,41.189,-7.537
27,4,1951,14.62,41.189,-7.537
28,4,1951,13.03,41.189,-7.537
29,4,1951,12.179999,41.189,-7.537
30,4,1951,12.74,41.189,-7.537
1,5,1951,11.53,41.189,-7.537
2,5,1951,10.74,41.189,-7.537
3,5,1951,10.87,41.189,-7.537
4,5,1951,11.0,41.189,-7.537
5,5,1951,11.17,41.189,-7.537
6,5,1951,10.78,41.189,-7.537
7,5,1951,10.469999,41.189,-7.537
8,5,1951,11.07,41.189,-7.537
9,5,1951,7.56,41.189,-7.537
10,5,1951,7.93,41.189,-7.537
11,5,1951,9.73,41.189,-7.537
12,5,1951,11.9,41.189,-7.537
13,5,1951,11.82,41.189,-7.537
14,5,1951,12.639999,41.189,-7.537
15,5,1951,14.429999,41.189,-7.537
16,5,1951,15.48,41.189,-7.537
17,5,1951,16.32,41.189,-7.537
18,5,1951,13.179999,41.189,-7.537
19,5,1951,11.95,41.189,-7.537
20,5,1951,12.78,41.189,-7.537
21,5,1951,14.29,41.189,-7.537
22,5,1951,15.259999,41.189,-7.537
23,5,1951,16.89,41.189,-7.537
24,5,1951,15.339999,41.189,-7.537
25,5,1951,13.71,41.189,-7.537
26,5,1951,11.33,41.189,-7.537
27,5,1951,11.48,41.189,-7.537
28,5,1951,12.65,41.189,-7.537
29,5,1951,12.469999,41.189,-7.537
30,5,1951,11.679999,41.189,-7.537
31,5,1951,12.79,41.189,-7.537
1,6,1951,13.28,41.189,-7.537
2,6,1951,16.699999,41.189,-7.537
3,6,1951,17.56,41.189,-7.537
4,6,1951,16.07,41.189,-7.537
5,6,1951,16.47,41.189,-7.537
6,6,1951,16.38,41.189,-7.537
7,6,1951,14.559999,41.189,-7.537
8,6,1951,14.61,41.189,-7.537
9,6,1951,16.449999,41.189,-7.537
10,6,1951,17.699999,41.189,-7.537
11,6,1951,20.88,41.189,-7.537
12,6,1951,20.359999,41.189,-7.537
13,6,1951,21.14,41.189,-7.537
14,6,1951,21.859999,41.189,-7.537
15,6,1951,21.63,41.189,-7.537
16,6,1951,20.1,41.189,-7.537
17,6,1951,18.85,41.189,-7.537
18,6,1951,17.67,41.189,-7.537
19,6,1951,18.34,41.189,-7.537
20,6,1951,21.34,41.189,-7.537
21,6,1951,19.42,41.189,-7.537
22,6,1951,16.18,41.189,-7.537
23,6,1951,15.0,41.189,-7.537
24,6,1951,15.66,41.189,-7.537
25,6,1951,17.22,41.189,-7.537
26,6,1951,17.77,41.189,-7.537
27,6,1951,21.0,41.189,-7.537
28,6,1951,21.21,41.189,-7.537
29,6,1951,21.35,41.189,-7.537
30,6,1951,21.26,41.189,-7.537
1,7,1951,22.92,41.189,-7.537
2,7,1951,23.09,41.189,-7.537
3,7,1951,22.6,41.189,-7.537
4,7,1951,19.72,41.189,-7.537
5,7,1951,19.88,41.189,-7.537
6,7,1951,21.6,41.189,-7.537
7,7,1951,21.109999,41.189,-7.537
8,7,1951,20.369999,41.189,-7.537
9,7,1951,20.689999,41.189,-7.537
10,7,1951,20.48,41.189,-7.537
11,7,1951,18.9,41.189,-7.537
12,7,1951,18.3,41.189,-7.537
13,7,1951,18.9,41.189,-7.537
14,7,1951,18.98,41.189,-7.537
15,7,1951,20.73,41.189,-7.537
16,7,1951,20.89,41.189,-7.537
17,7,1951,21.039999,41.189,-7.537
18,7,1951,22.769999,41.189,-7.537
19,7,1951,23.359999,41.189,-7.537
20,7,1951,23.46,41.189,-7.537
21,7,1951,22.039999,41.189,-7.537
22,7,1951,20.529999,41.189,-7.537
23,7,1951,19.939999,41.189,-7.537
24,7,1951,19.75,41.189,-7.537
25,7,1951,23.0,41.189,-7.537
26,7,1951,25.519999,41.189,-7.537
27,7,1951,26.689999,41.189,-7.537
28,7,1951,25.64,41.189,-7.537
29,7,1951,21.619999,41.189,-7.537
30,7,1951,20.16,41.189,-7.537
31,7,1951,19.76,41.189,-7.537
1,8,1951,19.619999,41.189,-7.537
2,8,1951,18.869999,41.189,-7.537
3,8,1951,19.76,41.189,-7.537
4,8,1951,19.98,41.189,-7.537
5,8,1951,19.0,41.189,-7.537
6,8,1951,18.83,41.189,-7.537
7,8,1951,17.6,41.189,-7.537
8,8,1951,18.49,41.189,-7.537
9,8,1951,18.58,41.189,-7.537
10,8,1951,18.47,41.189,-7.537
11,8,1951,20.9,41.189,-7.537
12,8,1951,21.039999,41.189,-7.537
13,8,1951,19.97,41.189,-7.537
14,8,1951,20.27,41.189,-7.537
15,8,1951,20.56,41.189,-7.537
16,8,1951,19.869999,41.189,-7.537
17,8,1951,21.71,41.189,-7.537
18,8,1951,22.98,41.189,-7.537
19,8,1951,21.869999,41.189,-7.537
20,8,1951,19.189999,41.189,-7.537
21,8,1951,18.66,41.189,-7.537
22,8,1951,21.64,41.189,-7.537
23,8,1951,22.96,41.189,-7.537
24,8,1951,21.24,41.189,-7.537
25,8,1951,18.22,41.189,-7.537
26,8,1951,18.19,41.189,-7.537
27,8,1951,17.88,41.189,-7.537
28,8,1951,18.77,41.189,-7.537
29,8,1951,19.279999,41.189,-7.537
30,8,1951,17.99,41.189,-7.537
31,8,1951,17.65,41.189,-7.537
1,9,1951,17.83,41.189,-7.537
2,9,1951,20.98,41.189,-7.537
3,9,1951,22.32,41.189,-7.537
4,9,1951,23.34,41.189,-7.537
5,9,1951,22.07,41.189,-7.537
6,9,1951,20.369999,41.189,-7.537
7,9,1951,20.72,41.189,-7.537
8,9,1951,19.92,41.189,-7.537
9,9,1951,18.66,41.189,-7.537
10,9,1951,18.41,41.189,-7.537
11,9,1951,18.99,41.189,-7.537
12,9,1951,20.27,41.189,-7.537
13,9,1951,17.16,41.189,-7.537
14,9,1951,16.5,41.189,-7.537
15,9,1951,18.44,41.189,-7.537
16,9,1951,21.27,41.189,-7.537
17,9,1951,21.35,41.189,-7.537
18,9,1951,20.3,41.189,-7.537
19,9,1951,19.57,41.189,-7.537
20,9,1951,20.66,41.189,-7.537
21,9,1951,20.33,41.189,-7.537
22,9,1951,18.949999,41.189,-7.537
23,9,1951,16.58,41.189,-7.537
24,9,1951,15.309999,41.189,-7.537
25,9,1951,15.509999,41.189,-7.537
26,9,1951,15.57,41.189,-7.537
27,9,1951,15.139999,41.189,-7.537
28,9,1951,16.33,41.189,-7.537
29,9,1951,16.76,41.189,-7.537
30,9,1951,16.77,41.189,-7.537
1,10,1951,13.759999,41.189,-7.537
2,10,1951,14.61,41.189,-7.537
3,10,1951,16.77,41.189,-7.537
4,10,1951,18.029999,41.189,-7.537
5,10,1951,18.55,41.189,-7.537
6,10,1951,16.46,41.189,-7.537
7,10,1951,16.369999,41.189,-7.537
8,10,1951,17.19,41.189,-7.537
9,10,1951,16.32,41.189,-7.537
10,10,1951,16.89,41.189,-7.537
11,10,1951,16.48,41.189,-7.537
12,10,1951,13.82,41.189,-7.537
13,10,1951,12.559999,41.189,-7.537
14,10,1951,13.11,41.189,-7.537
15,10,1951,14.58,41.189,-7.537
16,10,1951,15.03,41.189,-7.537
17,10,1951,14.53,41.189,-7.537
18,10,1951,12.28,41.189,-7.537
19,10,1951,10.2699995,41.189,-7.537
20,10,1951,11.29,41.189,-7.537
21,10,1951,12.009999,41.189,-7.537
22,10,1951,10.63,41.189,-7.537
23,10,1951,9.42,41.189,-7.537
24,10,1951,8.73,41.189,-7.537
25,10,1951,8.26,41.189,-7.537
26,10,1951,11.07,41.189,-7.537
27,10,1951,12.509999,41.189,-7.537
28,10,1951,12.62,41.189,-7.537
29,10,1951,12.73,41.189,-7.537
30,10,1951,12.08,41.189,-7.537
31,10,1951,12.139999,41.189,-7.537
1,11,1951,11.5,41.189,-7.537
2,11,1951,10.62,41.189,-7.537
3,11,1951,10.57,41.189,-7.537
4,11,1951,9.17,41.189,-7.537
5,11,1951,10.13,41.189,-7.537
6,11,1951,11.7,41.189,-7.537
7,11,1951,11.54,41.189,-7.537
8,11,1951,10.33,41.189,-7.537
9,11,1951,7.9199996,41.189,-7.537
10,11,1951,8.26,41.189,-7.537
11,11,1951,10.59,41.189,-7.537
12,11,1951,11.09,41.189,-7.537
13,11,1951,9.94,41.189,-7.537
14,11,1951,9.469999,41.189,-7.537
15,11,1951,11.679999,41.189,-7.537
16,11,1951,10.33,41.189,-7.537
