day,month,Year,tg,Lat,Lon
15,5,1950,14.79,41.166,-7.769
16,5,1950,13.0,41.166,-7.769
17,5,1950,14.24,41.166,-7.769
18,5,1950,14.759999,41.166,-7.769
19,5,1950,14.09,41.166,-7.769
20,5,1950,16.359999,41.166,-7.769
21,5,1950,13.21,41.166,-7.769
22,5,1950,11.5199995,41.166,-7.769
23,5,1950,11.719999,41.166,-7.769
24,5,1950,12.7,41.166,-7.769
25,5,1950,12.37,41.166,-7.769
26,5,1950,12.139999,41.166,-7.769
27,5,1950,12.74,41.166,-7.769
28,5,1950,14.98,41.166,-7.769
29,5,1950,17.93,41.166,-7.769
30,5,1950,17.23,41.166,-7.769
31,5,1950,16.289999,41.166,-7.769
1,6,1950,17.47,41.166,-7.769
2,6,1950,18.82,41.166,-7.769
3,6,1950,20.46,41.166,-7.769
4,6,1950,20.96,41.166,-7.769
5,6,1950,19.689999,41.166,-7.769
6,6,1950,17.369999,41.166,-7.769
7,6,1950,17.14,41.166,-7.769
8,6,1950,17.55,41.166,-7.769
9,6,1950,18.0,41.166,-7.769
10,6,1950,17.779999,41.166,-7.769
11,6,1950,16.16,41.166,-7.769
12,6,1950,15.58,41.166,-7.769
13,6,1950,16.99,41.166,-7.769
14,6,1950,17.83,41.166,-7.769
15,6,1950,17.27,41.166,-7.769
16,6,1950,16.359999,41.166,-7.769
17,6,1950,16.76,41.166,-7.769
18,6,1950,16.52,41.166,-7.769
19,6,1950,16.119999,41.166,-7.769
20,6,1950,15.32,41.166,-7.769
21,6,1950,15.12,41.166,-7.769
22,6,1950,16.4,41.166,-7.769
23,6,1950,19.46,41.166,-7.769
24,6,1950,19.97,41.166,-7.769
25,6,1950,20.68,41.166,-7.769
26,6,1950,22.269999,41.166,-7.769
27,6,1950,24.38,41.166,-7.769
28,6,1950,25.96,41.166,-7.769
29,6,1950,23.63,41.166,-7.769
30,6,1950,22.24,41.166,-7.769
1,7,1950,23.779999,41.166,-7.769
2,7,1950,21.35,41.166,-7.769
3,7,1950,19.09,41.166,-7.769
4,7,1950,19.0,41.166,-7.769
5,7,1950,18.289999,41.166,-7.769
6,7,1950,18.74,41.166,-7.769
7,7,1950,19.57,41.166,-7.769
8,7,1950,21.1,41.166,-7.769
9,7,1950,20.55,41.166,-7.769
10,7,1950,18.76,41.166,-7.769
11,7,1950,20.539999,41.166,-7.769
12,7,1950,20.34,41.166,-7.769
13,7,1950,20.21,41.166,-7.769
14,7,1950,18.31,41.166,-7.769
15,7,1950,19.9,41.166,-7.769
16,7,1950,19.52,41.166,-7.769
17,7,1950,18.66,41.166,-7.769
18,7,1950,22.01,41.166,-7.769
19,7,1950,23.24,41.166,-7.769
20,7,1950,21.26,41.166,-7.769
21,7,1950,20.58,41.166,-7.769
22,7,1950,19.93,41.166,-7.769
23,7,1950,21.97,41.166,-7.769
24,7,1950,23.359999,41.166,-7.769
25,7,1950,22.99,41.166,-7.769
26,7,1950,22.34,41.166,-7.769
27,7,1950,22.13,41.166,-7.769
28,7,1950,22.279999,41.166,-7.769
29,7,1950,22.09,41.166,-7.769
30,7,1950,21.83,41.166,-7.769
31,7,1950,20.96,41.166,-7.769
1,8,1950,20.73,41.166,-7.769
2,8,1950,19.699999,41.166,-7.769
3,8,1950,19.779999,41.166,-7.769
4,8,1950,22.43,41.166,-7.769
5,8,1950,20.56,41.166,-7.769
6,8,1950,20.859999,41.166,-7.769
7,8,1950,20.039999,41.166,-7.769
8,8,1950,19.949999,41.166,-7.769
9,8,1950,21.46,41.166,-7.769
10,8,1950,18.82,41.166,-7.769
11,8,1950,21.01,41.166,-7.769
12,8,1950,22.869999,41.166,-7.769
13,8,1950,23.199999,41.166,-7.769
14,8,1950,23.83,41.166,-7.769
15,8,1950,22.779999,41.166,-7.769
16,8,1950,20.22,41.166,-7.769
17,8,1950,17.41,41.166,-7.769
18,8,1950,17.64,41.166,-7.769
19,8,1950,19.81,41.166,-7.769
20,8,1950,21.289999,41.166,-7.769
21,8,1950,21.72,41.166,-7.769
22,8,1950,20.369999,41.166,-7.769
23,8,1950,19.539999,41.166,-7.769
24,8,1950,17.49,41.166,-7.769
25,8,1950,16.3,41.166,-7.769
26,8,1950,18.23,41.166,-7.769
27,8,1950,16.76,41.166,-7.769
28,8,1950,16.02,41.166,-7.769
29,8,1950,16.51,41.166,-7.769
30,8,1950,17.869999,41.166,-7.769
31,8,1950,17.46,41.166,-7.769
1,9,1950,17.51,41.166,-7.769
2,9,1950,20.08,41.166,-7.769
3,9,1950,21.05,41.166,-7.769
4,9,1950,22.21,41.166,-7.769
5,9,1950,20.74,41.166,-7.769
6,9,1950,20.02,41.166,-7.769
7,9,1950,19.539999,41.166,-7.769
8,9,1950,21.6,41.166,-7.769
9,9,1950,20.71,41.166,-7.769
10,9,1950,22.47,41.166,-7.769
11,9,1950,21.21,41.166,-7.769
12,9,1950,20.57,41.166,-7.769
13,9,1950,19.15,41.166,-7.769
14,9,1950,18.16,41.166,-7.769
15,9,1950,15.29,41.166,-7.769
16,9,1950,15.429999,41.166,-7.769
17,9,1950,17.869999,41.166,-7.769
18,9,1950,18.71,41.166,-7.769
19,9,1950,16.47,41.166,-7.769
20,9,1950,17.07,41.166,-7.769
21,9,1950,16.67,41.166,-7.769
22,9,1950,16.27,41.166,-7.769
23,9,1950,20.1,41.166,-7.769
24,9,1950,19.51,41.166,-7.769
25,9,1950,16.07,41.166,-7.769
26,9,1950,13.969999,41.166,-7.769
27,9,1950,13.45,41.166,-7.769
28,9,1950,14.98,41.166,-7.769
29,9,1950,14.639999,41.166,-7.769
30,9,1950,14.62,41.166,-7.769
1,10,1950,14.82,41.166,-7.769
2,10,1950,15.17,41.166,-7.769
3,10,1950,16.71,41.166,-7.769
4,10,1950,17.35,41.166,-7.769
5,10,1950,16.38,41.166,-7.769
6,10,1950,15.42,41.166,-7.769
7,10,1950,17.92,41.166,-7.769
8,10,1950,17.06,41.166,-7.769
9,10,1950,16.539999,41.166,-7.769
10,10,1950,17.41,41.166,-7.769
11,10,1950,17.94,41.166,-7.769
12,10,1950,19.15,41.166,-7.769
13,10,1950,17.71,41.166,-7.769
14,10,1950,15.67,41.166,-7.769
15,10,1950,13.83,41.166,-7.769
16,10,1950,13.87,41.166,-7.769
17,10,1950,18.789999,41.166,-7.769
18,10,1950,19.619999,41.166,-7.769
19,10,1950,19.57,41.166,-7.769
20,10,1950,18.609999,41.166,-7.769
21,10,1950,17.1,41.166,-7.769
22,10,1950,15.0,41.166,-7.769
23,10,1950,14.2699995,41.166,-7.769
24,10,1950,12.38,41.166,-7.769
25,10,1950,10.57,41.166,-7.769
26,10,1950,11.11,41.166,-7.769
27,10,1950,13.08,41.166,-7.769
28,10,1950,10.719999,41.166,-7.769
29,10,1950,10.0199995,41.166,-7.769
30,10,1950,13.32,41.166,-7.769
31,10,1950,12.259999,41.166,-7.769
1,11,1950,13.36,41.166,-7.769
2,11,1950,12.41,41.166,-7.769
3,11,1950,12.7699995,41.166,-7.769
4,11,1950,12.65,41.166,-7.769
5,11,1950,13.91,41.166,-7.769
6,11,1950,13.45,41.166,-7.769
7,11,1950,14.429999,41.166,-7.769
8,11,1950,16.029999,41.166,-7.769
9,11,1950,14.639999,41.166,-7.769
10,11,1950,15.11,41.166,-7.769
11,11,1950,10.2699995,41.166,-7.769
12,11,1950,9.3,41.166,-7.769
13,11,1950,11.389999,41.166,-7.769
14,11,1950,13.099999,41.166,-7.769
15,11,1950,12.37,41.166,-7.769
16,11,1950,12.009999,41.166,-7.769
17,11,1950,10.67,41.166,-7.769
18,11,1950,9.04,41.166,-7.769
19,11,1950,8.47,41.166,-7.769
20,11,1950,7.19,41.166,-7.769
21,11,1950,11.219999,41.166,-7.769
22,11,1950,9.719999,41.166,-7.769
23,11,1950,8.73,41.166,-7.769
24,11,1950,12.48,41.166,-7.769
25,11,1950,12.86,41.166,-7.769
26,11,1950,14.63,41.166,-7.769
27,11,1950,16.24,41.166,-7.769
28,11,1950,16.1,41.166,-7.769
29,11,1950,12.849999,41.166,-7.769
30,11,1950,8.86,41.166,-7.769
1,12,1950,8.21,41.166,-7.769
2,12,1950,9.309999,41.166,-7.769
3,12,1950,9.4,41.166,-7.769
4,12,1950,7.16,41.166,-7.769
5,12,1950,5.3199997,41.166,-7.769
6,12,1950,4.83,41.166,-7.769
7,12,1950,5.42,41.166,-7.769
8,12,1950,8.53,41.166,-7.769
9,12,1950,6.79,41.166,-7.769
10,12,1950,5.0299997,41.166,-7.769
11,12,1950,8.24,41.166,-7.769
12,12,1950,6.7799997,41.166,-7.769
13,12,1950,8.429999,41.166,-7.769
14,12,1950,7.43,41.166,-7.769
15,12,1950,7.44,41.166,-7.769
16,12,1950,6.5,41.166,-7.769
17,12,1950,4.91,41.166,-7.769
18,12,1950,6.42,41.166,-7.769
19,12,1950,7.74,41.166,-7.769
20,12,1950,7.77,41.166,-7.769
21,12,1950,6.24,41.166,-7.769
22,12,1950,7.66,41.166,-7.769
23,12,1950,6.2,41.166,-7.769
24,12,1950,6.1,41.166,-7.769
25,12,1950,4.71,41.166,-7.769
26,12,1950,3.76,41.166,-7.769
27,12,1950,1.73,41.166,-7.769
28,12,1950,3.84,41.166,-7.769
29,12,1950,3.1599998,41.166,-7.769
30,12,1950,2.85,41.166,-7.769
31,12,1950,5.29,41.166,-7.769
1,1,1951,8.21,41.166,-7.769
2,1,1951,6.81,41.166,-7.769
3,1,1951,6.0899997,41.166,-7.769
4,1,1951,5.5899997,41.166,-7.769
5,1,1951,8.78,41.166,-7.769
6,1,1951,9.2699995,41.166,-7.769
7,1,1951,10.13,41.166,-7.769
8,1,1951,9.78,41.166,-7.769
9,1,1951,6.95,41.166,-7.769
10,1,1951,4.67,41.166,-7.769
11,1,1951,3.6,41.166,-7.769
12,1,1951,6.27,41.166,-7.769
13,1,1951,8.24,41.166,-7.769
14,1,1951,11.2,41.166,-7.769
15,1,1951,11.79,41.166,-7.769
16,1,1951,11.66,41.166,-7.769
17,1,1951,10.0199995,41.166,-7.769
18,1,1951,8.71,41.166,-7.769
19,1,1951,8.599999,41.166,-7.769
20,1,1951,9.11,41.166,-7.769
21,1,1951,7.31,41.166,-7.769
22,1,1951,5.5899997,41.166,-7.769
23,1,1951,5.5,41.166,-7.769
24,1,1951,2.77,41.166,-7.769
25,1,1951,5.39,41.166,-7.769
26,1,1951,5.02,41.166,-7.769
27,1,1951,5.25,41.166,-7.769
28,1,1951,5.9,41.166,-7.769
29,1,1951,4.71,41.166,-7.769
30,1,1951,3.23,41.166,-7.769
31,1,1951,5.6,41.166,-7.769
1,2,1951,9.19,41.166,-7.769
2,2,1951,6.6299996,41.166,-7.769
3,2,1951,7.25,41.166,-7.769
4,2,1951,7.24,41.166,-7.769
5,2,1951,3.6,41.166,-7.769
6,2,1951,4.7599998,41.166,-7.769
7,2,1951,5.9,41.166,-7.769
8,2,1951,9.04,41.166,-7.769
9,2,1951,3.31,41.166,-7.769
10,2,1951,2.71,41.166,-7.769
11,2,1951,2.08,41.166,-7.769
12,2,1951,4.85,41.166,-7.769
13,2,1951,5.5099998,41.166,-7.769
14,2,1951,6.0299997,41.166,-7.769
15,2,1951,5.16,41.166,-7.769
16,2,1951,5.42,41.166,-7.769
17,2,1951,9.2699995,41.166,-7.769
18,2,1951,10.41,41.166,-7.769
19,2,1951,8.5199995,41.166,-7.769
20,2,1951,9.38,41.166,-7.769
21,2,1951,7.74,41.166,-7.769
22,2,1951,7.8199997,41.166,-7.769
23,2,1951,8.97,41.166,-7.769
24,2,1951,7.0,41.166,-7.769
25,2,1951,5.3399997,41.166,-7.769
26,2,1951,5.0899997,41.166,-7.769
27,2,1951,7.22,41.166,-7.769
28,2,1951,8.309999,41.166,-7.769
1,3,1951,7.9199996,41.166,-7.769
2,3,1951,8.66,41.166,-7.769
3,3,1951,9.22,41.166,-7.769
4,3,1951,6.16,41.166,-7.769
5,3,1951,7.0499997,41.166,-7.769
6,3,1951,6.2799997,41.166,-7.769
7,3,1951,6.2599998,41.166,-7.769
8,3,1951,4.44,41.166,-7.769
9,3,1951,5.43,41.166,-7.769
10,3,1951,7.21,41.166,-7.769
11,3,1951,7.5099998,41.166,-7.769
12,3,1951,8.22,41.166,-7.769
13,3,1951,7.4199996,41.166,-7.769
14,3,1951,8.58,41.166,-7.769
15,3,1951,11.969999,41.166,-7.769
16,3,1951,14.67,41.166,-7.769
17,3,1951,12.469999,41.166,-7.769
18,3,1951,9.79,41.166,-7.769
19,3,1951,11.63,41.166,-7.769
20,3,1951,12.4,41.166,-7.769
21,3,1951,14.09,41.166,-7.769
22,3,1951,16.35,41.166,-7.769
23,3,1951,16.18,41.166,-7.769
24,3,1951,13.0199995,41.166,-7.769
25,3,1951,11.0,41.166,-7.769
26,3,1951,11.5199995,41.166,-7.769
27,3,1951,11.429999,41.166,-7.769
28,3,1951,11.0199995,41.166,-7.769
29,3,1951,9.65,41.166,-7.769
30,3,1951,8.63,41.166,-7.769
31,3,1951,7.8199997,41.166,-7.769
1,4,1951,8.11,41.166,-7.769
2,4,1951,9.45,41.166,-7.769
3,4,1951,8.61,41.166,-7.769
4,4,1951,10.42,41.166,-7.769
5,4,1951,12.929999,41.166,-7.769
6,4,1951,13.91,41.166,-7.769
7,4,1951,11.28,41.166,-7.769
8,4,1951,9.51,41.166,-7.769
9,4,1951,9.599999,41.166,-7.769
10,4,1951,8.809999,41.166,-7.769
11,4,1951,8.69,41.166,-7.769
12,4,1951,10.86,41.166,-7.769
13,4,1951,11.83,41.166,-7.769
14,4,1951,14.67,41.166,-7.769
15,4,1951,14.49,41.166,-7.769
16,4,1951,16.48,41.166,-7.769
17,4,1951,16.42,41.166,-7.769
18,4,1951,15.37,41.166,-7.769
19,4,1951,14.139999,41.166,-7.769
20,4,1951,12.0,41.166,-7.769
21,4,1951,11.0,41.166,-7.769
22,4,1951,10.929999,41.166,-7.769
23,4,1951,12.469999,41.166,-7.769
24,4,1951,14.639999,41.166,-7.769
25,4,1951,14.03,41.166,-7.769
26,4,1951,14.16,41.166,-7.769
27,4,1951,14.429999,41.166,-7.769
28,4,1951,12.79,41.166,-7.769
29,4,1951,12.309999,41.166,-7.769
30,4,1951,12.91,41.166,-7.769
1,5,1951,11.19,41.166,-7.769
2,5,1951,10.37,41.166,-7.769
3,5,1951,10.58,41.166,-7.769
4,5,1951,11.19,41.166,-7.769
5,5,1951,11.24,41.166,-7.769
6,5,1951,11.059999,41.166,-7.769
7,5,1951,10.34,41.166,-7.769
8,5,1951,10.849999,41.166,-7.769
9,5,1951,7.79,41.166,-7.769
10,5,1951,7.99,41.166,-7.769
11,5,1951,9.59,41.166,-7.769
12,5,1951,11.67,41.166,-7.769
13,5,1951,11.91,41.166,-7.769
14,5,1951,12.63,41.166,-7.769
15,5,1951,14.36,41.166,-7.769
16,5,1951,15.57,41.166,-7.769
17,5,1951,16.22,41.166,-7.769
18,5,1951,13.0199995,41.166,-7.769
19,5,1951,11.5,41.166,-7.769
20,5,1951,12.7,41.166,-7.769
21,5,1951,14.09,41.166,-7.769
22,5,1951,15.089999,41.166,-7.769
23,5,1951,16.789999,41.166,-7.769
24,5,1951,15.16,41.166,-7.769
25,5,1951,13.679999,41.166,-7.769
26,5,1951,11.49,41.166,-7.769
27,5,1951,11.46,41.166,-7.769
28,5,1951,12.46,41.166,-7.769
29,5,1951,12.37,41.166,-7.769
30,5,1951,11.559999,41.166,-7.769
31,5,1951,12.59,41.166,-7.769
1,6,1951,13.139999,41.166,-7.769
2,6,1951,16.33,41.166,-7.769
3,6,1951,17.41,41.166,-7.769
4,6,1951,15.78,41.166,-7.769
5,6,1951,16.38,41.166,-7.769
6,6,1951,16.43,41.166,-7.769
7,6,1951,14.61,41.166,-7.769
8,6,1951,14.5,41.166,-7.769
9,6,1951,16.1,41.166,-7.769
10,6,1951,17.38,41.166,-7.769
11,6,1951,20.58,41.166,-7.769
12,6,1951,20.08,41.166,-7.769
13,6,1951,20.49,41.166,-7.769
14,6,1951,21.26,41.166,-7.769
15,6,1951,21.09,41.166,-7.769
16,6,1951,19.449999,41.166,-7.769
17,6,1951,18.109999,41.166,-7.769
18,6,1951,17.17,41.166,-7.769
19,6,1951,18.279999,41.166,-7.769
20,6,1951,20.81,41.166,-7.769
21,6,1951,18.85,41.166,-7.769
22,6,1951,15.83,41.166,-7.769
23,6,1951,14.78,41.166,-7.769
24,6,1951,15.23,41.166,-7.769
25,6,1951,17.0,41.166,-7.769
26,6,1951,17.539999,41.166,-7.769
27,6,1951,20.81,41.166,-7.769
28,6,1951,20.789999,41.166,-7.769
29,6,1951,21.01,41.166,-7.769
30,6,1951,21.31,41.166,-7.769
1,7,1951,22.89,41.166,-7.769
2,7,1951,22.59,41.166,-7.769
3,7,1951,22.05,41.166,-7.769
4,7,1951,19.63,41.166,-7.769
5,7,1951,19.56,41.166,-7.769
6,7,1951,21.07,41.166,-7.769
7,7,1951,20.49,41.166,-7.769
8,7,1951,19.51,41.166,-7.769
9,7,1951,20.02,41.166,-7.769
10,7,1951,19.98,41.166,-7.769
11,7,1951,18.55,41.166,-7.769
12,7,1951,17.699999,41.166,-7.769
13,7,1951,18.41,41.166,-7.769
14,7,1951,18.97,41.166,-7.769
15,7,1951,20.4,41.166,-7.769
16,7,1951,20.34,41.166,-7.769
17,7,1951,20.77,41.166,-7.769
18,7,1951,22.279999,41.166,-7.769
19,7,1951,22.6,41.166,-7.769
20,7,1951,22.6,41.166,-7.769
21,7,1951,21.38,41.166,-7.769
22,7,1951,20.18,41.166,-7.769
23,7,1951,19.68,41.166,-7.769
24,7,1951,19.55,41.166,-7.769
25,7,1951,22.89,41.166,-7.769
26,7,1951,25.289999,41.166,-7.769
27,7,1951,25.75,41.166,-7.769
28,7,1951,25.029999,41.166,-7.769
29,7,1951,21.24,41.166,-7.769
30,7,1951,19.91,41.166,-7.769
31,7,1951,19.25,41.166,-7.769
1,8,1951,19.17,41.166,-7.769
2,8,1951,18.789999,41.166,-7.769
3,8,1951,19.289999,41.166,-7.769
4,8,1951,19.59,41.166,-7.769
5,8,1951,18.33,41.166,-7.769
6,8,1951,18.47,41.166,-7.769
7,8,1951,17.14,41.166,-7.769
8,8,1951,18.27,41.166,-7.769
9,8,1951,18.289999,41.166,-7.769
10,8,1951,18.39,41.166,-7.769
11,8,1951,20.71,41.166,-7.769
12,8,1951,20.33,41.166,-7.769
13,8,1951,19.66,41.166,-7.769
14,8,1951,19.63,41.166,-7.769
15,8,1951,19.89,41.166,-7.769
16,8,1951,19.71,41.166,-7.769
17,8,1951,21.38,41.166,-7.769
18,8,1951,22.6,41.166,-7.769
19,8,1951,21.439999,41.166,-7.769
20,8,1951,18.82,41.166,-7.769
21,8,1951,18.42,41.166,-7.769
22,8,1951,21.27,41.166,-7.769
23,8,1951,22.84,41.166,-7.769
24,8,1951,20.949999,41.166,-7.769
25,8,1951,17.94,41.166,-7.769
26,8,1951,17.869999,41.166,-7.769
27,8,1951,17.539999,41.166,-7.769
28,8,1951,18.359999,41.166,-7.769
29,8,1951,18.859999,41.166,-7.769
30,8,1951,17.91,41.166,-7.769
31,8,1951,17.289999,41.166,-7.769
1,9,1951,17.5,41.166,-7.769
2,9,1951,20.58,41.166,-7.769
3,9,1951,21.88,41.166,-7.769
4,9,1951,22.71,41.166,-7.769
5,9,1951,21.68,41.166,-7.769
6,9,1951,19.96,41.166,-7.769
7,9,1951,20.369999,41.166,-7.769
8,9,1951,19.64,41.166,-7.769
9,9,1951,18.55,41.166,-7.769
10,9,1951,18.4,41.166,-7.769
11,9,1951,18.84,41.166,-7.769
12,9,1951,19.99,41.166,-7.769
13,9,1951,17.14,41.166,-7.769
14,9,1951,16.3,41.166,-7.769
15,9,1951,18.18,41.166,-7.769
16,9,1951,21.32,41.166,-7.769
17,9,1951,21.42,41.166,-7.769
18,9,1951,20.46,41.166,-7.769
19,9,1951,19.689999,41.166,-7.769
20,9,1951,20.76,41.166,-7.769
21,9,1951,20.14,41.166,-7.769
22,9,1951,18.85,41.166,-7.769
23,9,1951,16.6,41.166,-7.769
24,9,1951,15.24,41.166,-7.769
25,9,1951,15.139999,41.166,-7.769
26,9,1951,15.49,41.166,-7.769
27,9,1951,14.73,41.166,-7.769
28,9,1951,16.0,41.166,-7.769
29,9,1951,16.25,41.166,-7.769
30,9,1951,16.359999,41.166,-7.769
1,10,1951,13.61,41.166,-7.769
2,10,1951,14.679999,41.166,-7.769
3,10,1951,16.76,41.166,-7.769
4,10,1951,18.38,41.166,-7.769
5,10,1951,18.69,41.166,-7.769
6,10,1951,16.69,41.166,-7.769
7,10,1951,16.23,41.166,-7.769
8,10,1951,17.33,41.166,-7.769
9,10,1951,16.07,41.166,-7.769
10,10,1951,17.33,41.166,-7.769
11,10,1951,16.619999,41.166,-7.769
12,10,1951,13.83,41.166,-7.769
13,10,1951,12.44,41.166,-7.769
14,10,1951,13.549999,41.166,-7.769
15,10,1951,14.469999,41.166,-7.769
16,10,1951,15.03,41.166,-7.769
17,10,1951,14.679999,41.166,-7.769
18,10,1951,12.08,41.166,-7.769
19,10,1951,10.48,41.166,-7.769
20,10,1951,11.48,41.166,-7.769
21,10,1951,11.849999,41.166,-7.769
22,10,1951,10.91,41.166,-7.769
23,10,1951,9.34,41.166,-7.769
24,10,1951,9.0,41.166,-7.769
25,10,1951,8.7,41.166,-7.769
26,10,1951,11.33,41.166,-7.769
27,10,1951,12.69,41.166,-7.769
28,10,1951,13.04,41.166,-7.769
29,10,1951,13.32,41.166,-7.769
30,10,1951,11.79,41.166,-7.769
31,10,1951,11.92,41.166,-7.769
1,11,1951,11.599999,41.166,-7.769
2,11,1951,10.349999,41.166,-7.769
3,11,1951,10.69,41.166,-7.769
4,11,1951,9.17,41.166,-7.769
5,11,1951,10.0,41.166,-7.769
6,11,1951,11.96,41.166,-7.769
7,11,1951,11.55,41.166,-7.769
8,11,1951,10.53,41.166,-7.769
9,11,1951,8.15,41.166,-7.769
10,11,1951,8.309999,41.166,-7.769
11,11,1951,10.95,41.166,-7.769
12,11,1951,11.17,41.166,-7.769
13,11,1951,10.0199995,41.166,-7.769
14,11,1951,9.75,41.166,-7.769
15,11,1951,11.66,41.166,-7.769
16,11,1951,10.46,41.166,-7.769
17,11,1951,11.639999,41.166,-7.769
18,11,1951,9.88,41.166,-7.769
